ontologyTermIRI	Atccode
http://www.UMCG.nl/d571d5e4dd718b884f0734c3aa04ba9b	C01CA24
http://www.UMCG.nl/d695aa02a260845b843166e6b63f21bf	C01CA24
http://www.UMCG.nl/ddcf95903989de43dc3be11eb80a02d0	C01CA24
http://www.UMCG.nl/e4a5332645262198d93daeb302f7d401	C01CA24
http://www.UMCG.nl/eed4c5d35c636f4bee2943c0033e2cf5	C01CA24
http://www.UMCG.nl/fe4bbc3be119acd879dc22a87d94d7b3	C01CA24
http://www.UMCG.nl/fe865969237aa461eac5a4b0804c0a5a	C01CA24
http://www.UMCG.nl/0cd83afd3f249761b7a11524c7c3ece7	C01CA25
http://www.UMCG.nl/042d272f21c5e44b6eafe9131a92eb83	C01CA26
http://www.UMCG.nl/08e80b63773e6af76e60c4e0e29a4f58	C01CA26
http://www.UMCG.nl/2730e9647bc3591ee26001037747280c	C01CA26
http://www.UMCG.nl/427baec4ab4ac23a34766bbfa53253d8	C01CA26
http://www.UMCG.nl/49202012eaa88fbe557816ca4eeac7f9	C01CA26
http://www.UMCG.nl/4cd3a117f27de0b109cd8d308ccf40bc	C01CA26
http://www.UMCG.nl/7fa1e9bd9abdbe5bc2ec51947b2f8a32	C01CA26
http://www.UMCG.nl/8caedb728e9667314fbc9a1d3fc75a91	C01CA26
http://www.UMCG.nl/98b684f2c6c2d5b31fbc14ac80da393b	C01CA26
http://www.UMCG.nl/b8f2e75de9288e68a0a460ab794f0931	C01CA26
http://www.UMCG.nl/e61e88efd2fa191e6a9d2d0a399aecb8	C01CA26
http://www.UMCG.nl/fa5bafc5c162b2d0941f5174c922dcc9	C01CA26
http://www.UMCG.nl/fe20e231a0b151c66addaa1b064090a5	C01CA26
http://www.UMCG.nl/231e9eea390e05f63ab5413736f888a8	C01CA27
http://www.UMCG.nl/75e56bdb3c10c776a956a06169d72666	C01CA30
http://www.UMCG.nl/a5de8cdc433bc80945ac6f8c59b04825	C01CA51
http://www.UMCG.nl/ae84f6cee1aa001f4a31b7cccbda6fb0	C01CE
http://www.UMCG.nl/60309069b1012f626944dd5010ec6e13	C01CE01
http://www.UMCG.nl/2c6e028dba3e72ded636f128f4521b7d	C01CE02
http://www.UMCG.nl/67b39135fb7100ad3908316bbd69c242	C01CE02
http://www.UMCG.nl/82c2fa1f66b2e1dd162ff5b9123093ed	C01CE02
http://www.UMCG.nl/85d666e211c04a88d097d72bdf109c6b	C01CE02
http://www.UMCG.nl/9355082332db4a5d5a6706252f0c93eb	C01CE02
http://www.UMCG.nl/9a549637ebfb184b6a7d65263fc5f595	C01CE02
http://www.UMCG.nl/f534d90a48314b7e1c7de964f062bad3	C01CE02
http://www.UMCG.nl/005c09db30d7e6070210754baa90adaa	C01CE03
http://www.UMCG.nl/465430732879c676ec6dd38e2394157e	C01CE03
http://www.UMCG.nl/6f8684c72f8a22ea57ab7b21f50743ad	C01CE03
http://www.UMCG.nl/80f293209d2995f2cbe5e00cc90ef8bf	C01CE03
http://www.UMCG.nl/98c3518abb33f42cb39f26545189f8ed	C01CE03
http://www.UMCG.nl/356b22b71e357eff34f6e75fefc5f3aa	C01CE04
http://www.UMCG.nl/9598b3beb7532d0aed154d788cddcc33	C01CX
http://www.UMCG.nl/92c8f47943441e6073fea26da4ff28b6	C01CX06
http://www.UMCG.nl/9db0f251593b6d6587bf24d047ed01fa	C01CX07
http://www.UMCG.nl/7664e2e34e49082ca64ffdc5fa9951b7	C01CX08
http://www.UMCG.nl/01d195e245bc499b761a3a298b73da36	C01CX09
http://www.UMCG.nl/54dd5ad0d88c2bd57f40244be6a2ef48	C01D
http://www.UMCG.nl/2dfa7eac627f34f2232627eabfc4d3e6	C01DA
http://www.UMCG.nl/04cd6043b623a1ca20e5aa9bb85deca2	C01DA02
http://www.UMCG.nl/0788f30e9ca867eca4eb3c80b8959ce5	C01DA02
http://www.UMCG.nl/0937f74c93e3329850517b01d7a36843	C01DA02
http://www.UMCG.nl/0f943ca7370971fd2fe6895bcac9b7b1	C01DA02
http://www.UMCG.nl/100ba1f0c0d34efe6fed497565885cce	C01DA02
http://www.UMCG.nl/1026f196193a5c46de82f357ad75fa2d	C01DA02
http://www.UMCG.nl/1055f92a67b947a315cf16d885205281	C01DA02
http://www.UMCG.nl/14ba5798316747b3140a1df4765da4d2	C01DA02
http://www.UMCG.nl/1527f1c65ac451eb7f6e673598451e70	C01DA02
http://www.UMCG.nl/177fa7ff7e96e82751f53dd6c5b4203b	C01DA02
http://www.UMCG.nl/1a3625ad3d42a2093faf5a3bf90f5d6a	C01DA02
http://www.UMCG.nl/1ad2eddfc3dcac085eccb8096656b80e	C01DA02
http://www.UMCG.nl/1ae54b1eb6d5512625678b6914d53a9b	C01DA02
http://www.UMCG.nl/1c77785fdb267de61cbf1c1a22eee9c8	C01DA02
http://www.UMCG.nl/1c81561bf831152e0308f5a32cf37d61	C01DA02
http://www.UMCG.nl/1f1603ea78e03cf5b0bb0bb8c4e4d7e7	C01DA02
http://www.UMCG.nl/200c96fcdb9adf41d7c682cc8dd390af	C01DA02
http://www.UMCG.nl/248c0e9694b86a895cd0ba0af776b689	C01DA02
http://www.UMCG.nl/26787704d33d00d967b88248be8b2cb1	C01DA02
http://www.UMCG.nl/2bbe077ed02436420fc93686baabe3e8	C01DA02
http://www.UMCG.nl/309e16d3e98954327554cc269652bfbb	C01DA02
http://www.UMCG.nl/3766ade67adfa26579f02f0f0f384abb	C01DA02
http://www.UMCG.nl/3c64dc25677ce7f848af6b31c4085f95	C01DA02
http://www.UMCG.nl/41e4d4f5b880474e19b2eaa0558cf6a2	C01DA02
http://www.UMCG.nl/4759aa7a23db870b0ca6f353dd09101d	C01DA02
http://www.UMCG.nl/53736d32237ce66ce3085b3b54ae3535	C01DA02
http://www.UMCG.nl/53bb37e5657e7d85475a53cc6cb709ae	C01DA02
http://www.UMCG.nl/555c23ad642c72f75b51025754b66f4f	C01DA02
http://www.UMCG.nl/581fa59ebd3c3593379595b2fee8c636	C01DA02
http://www.UMCG.nl/58efede896d50d9df5bb2853b537f1ec	C01DA02
http://www.UMCG.nl/6d69aa64e603601d110f1064b1e980aa	C01DA02
http://www.UMCG.nl/6e13d18a7c093e0186c23d579ad27cb6	C01DA02
http://www.UMCG.nl/761ce36f70cb72be25e8ea4738d91982	C01DA02
http://www.UMCG.nl/76cd946ed189fe6c7f07ca486d5f8cfe	C01DA02
http://www.UMCG.nl/77e99460252c159d70cccaa35d5f21bc	C01DA02
http://www.UMCG.nl/7c01e86a39692c4db074ce19384a2838	C01DA02
http://www.UMCG.nl/822230cc19c2e5dc5d54af73b74b582a	C01DA02
http://www.UMCG.nl/884a52c19c0e7ec773db273f3699d12c	C01DA02
http://www.UMCG.nl/8a0a1ea6ce67909063d1ea05e5d2c8eb	C01DA02
http://www.UMCG.nl/8aa57287bd43f61ce7171398a39a7775	C01DA02
http://www.UMCG.nl/8be388e1ba0c29426533c74fd33ee0ae	C01DA02
http://www.UMCG.nl/8d72f30dc5e7bf1802cd19f9f73e6244	C01DA02
http://www.UMCG.nl/8edd56e85eccaa0a83db83186fcdc303	C01DA02
http://www.UMCG.nl/8f343282480339f07f2ab90ef43a6e59	C01DA02
http://www.UMCG.nl/9087e9fbf57707fc58caaec1663d0a92	C01DA02
http://www.UMCG.nl/918f7b69937fe5c54b1fe46bcb7fcb33	C01DA02
http://www.UMCG.nl/9477a95d922585b598a85eb88b2f9e07	C01DA02
http://www.UMCG.nl/968f91c404ddbd5933de86ced3579ac7	C01DA02
http://www.UMCG.nl/9855a9ed7fc755a99a394c5d12727bdc	C01DA02
http://www.UMCG.nl/9b339828a50d83c017f414a5a76866ae	C01DA02
http://www.UMCG.nl/9e169964090df1138f872d62c2a7f870	C01DA02
http://www.UMCG.nl/a27eaf8c5195f7ef14c3c9fee956b1f7	C01DA02
http://www.UMCG.nl/a437e02db07005d68810967f706313fd	C01DA02
http://www.UMCG.nl/a48df43cbc3fb1e832f44d5d22982304	C01DA02
http://www.UMCG.nl/a8b764423bf3f9f31ce44ba73f40806a	C01DA02
http://www.UMCG.nl/a8beab886f76e060b88114f9fffea1e7	C01DA02
http://www.UMCG.nl/ab6253f5b3c2198de3547037ee7c359d	C01DA02
http://www.UMCG.nl/ae8d77444e457f91f0f50dc4d4b8af02	C01DA02
http://www.UMCG.nl/af0858d2081779567f11c603a9f1793c	C01DA02
http://www.UMCG.nl/b583def29ac7d11f43a81203681c295a	C01DA02
http://www.UMCG.nl/b7f38d0221d3f41e094a9f6f222b64d3	C01DA02
http://www.UMCG.nl/be0c0d1774c52cbf08c6088cf2752c63	C01DA02
http://www.UMCG.nl/be2da95502e6a7fa724c02a1f9707b4d	C01DA02
http://www.UMCG.nl/bec44a185f0c8de49c87534725336467	C01DA02
http://www.UMCG.nl/c445264c91cb25cf55525b292b1ff39f	C01DA02
http://www.UMCG.nl/cadb7610996dc434a51e270cf7806575	C01DA02
http://www.UMCG.nl/d97d001f9b7636ee0c5e1958a49711f3	C01DA02
http://www.UMCG.nl/d9839bca1bfc24e5b379bcdbb3a4c7da	C01DA02
http://www.UMCG.nl/da451fb9b959286ffa1165503f595418	C01DA02
http://www.UMCG.nl/da874028e89d2653744ad873f6df3769	C01DA02
http://www.UMCG.nl/dc02ce3794c4ddd9138b2cc01482a477	C01DA02
http://www.UMCG.nl/dd58e10fba7952c03fd5fca955dbec8c	C01DA02
http://www.UMCG.nl/e10033ff60888c768bf8b1fb04f0e8ab	C01DA02
http://www.UMCG.nl/e2b7903236169bb5f242783657ed6864	C01DA02
http://www.UMCG.nl/e727fd1ef8d20e95cef75aa059abb9a2	C01DA02
http://www.UMCG.nl/e89cecd1940e3f905505115a1f708055	C01DA02
http://www.UMCG.nl/f1fd373c7f0f603105ac7d8f3b419d93	C01DA02
http://www.UMCG.nl/f55147c9a99c5d1acf16dc6724c41065	C01DA02
http://www.UMCG.nl/f6c0798695e4ceadbf9e8bd36785c72f	C01DA02
http://www.UMCG.nl/f78f653a3787407ad5c517d127d1d12e	C01DA02
http://www.UMCG.nl/f83e6a7ed4f3b3374249af1c088fe6a0	C01DA02
http://www.UMCG.nl/f941e80bdd6179bd3cde9dfe5116cf6d	C01DA02
http://www.UMCG.nl/fb00bdeb5c8aeebae59bbf89a84115e8	C01DA02
http://www.UMCG.nl/fc34e04d9e13c735c9a8e639f72eae7e	C01DA02
http://www.UMCG.nl/fcbceaf9643b52c552b110011cd7f460	C01DA02
http://www.UMCG.nl/15362e947a45d907ca6588f0ad6462cb	C01DA04
http://www.UMCG.nl/0e34f00bc15e2b47b5aa212ed0bc78d2	C01DA05
http://www.UMCG.nl/60dee7d65740eaba9a767cef86d03db5	C01DA05
http://www.UMCG.nl/98cffe06bb7eade388a006bc55dd6592	C01DA05
http://www.UMCG.nl/0febe07c942c5c343fd19c781a037294	C01DA07
http://www.UMCG.nl/0082a839e62979d157dc1f127266c337	C01DA08
http://www.UMCG.nl/07168b84e6d66d60fb3916108fcb9223	C01DA08
http://www.UMCG.nl/09f05975436b41c3b107a2a6a0fe9e95	C01DA08
http://www.UMCG.nl/220e3293bfccdaf17327611593c6a4dc	C01DA08
http://www.UMCG.nl/261a95d617a3499bfe72d6f1ac502ed3	C01DA08
http://www.UMCG.nl/2adaa523921ffc82f7cc3ec2e3ba6eb9	C01DA08
http://www.UMCG.nl/2d7ff43611c20b7a1f4c4ea234ee3a84	C01DA08
http://www.UMCG.nl/30d46a9358c8e7283130115f91b26f26	C01DA08
http://www.UMCG.nl/3350d268d0d594fe2b232b27ce002185	C01DA08
http://www.UMCG.nl/340754312f75a7531c26ae9d67a996c5	C01DA08
http://www.UMCG.nl/34910627b8ee681bb2f38d58ed504c19	C01DA08
http://www.UMCG.nl/3742ddd51c2bb4f992c2dd7837de9d39	C01DA08
http://www.UMCG.nl/511e2cafb6b1c9f93b4da0636ea27581	C01DA08
http://www.UMCG.nl/520d7c5a39c06e8f4b608db4ae7c00da	C01DA08
http://www.UMCG.nl/5bf7854fb3f658ea72a6eed1d85e1c76	C01DA08
http://www.UMCG.nl/5f2a97cb9744a7a4a4084ba80bcc67fb	C01DA08
http://www.UMCG.nl/6040c94f61b9082b2d5aa0c36f0aa4b3	C01DA08
http://www.UMCG.nl/64b18f68f3f98aa96f793cd6ea40c3ec	C01DA08
http://www.UMCG.nl/695e4087cbce58aca15f67eccfcc9f7c	C01DA08
http://www.UMCG.nl/749fb5d001aeff34c579f5310e7dab0a	C01DA08
http://www.UMCG.nl/762cb6072e657854a1d89b070a52c943	C01DA08
http://www.UMCG.nl/7bff20366e7872e6127394990800828a	C01DA08
http://www.UMCG.nl/80899c51a9aebd1d3848710fce3e1a60	C01DA08
http://www.UMCG.nl/81b0468a493524252e3ba5b515a4d6f6	C01DA08
http://www.UMCG.nl/824bb71fd48d7eb2aa57819e7e6a178e	C01DA08
http://www.UMCG.nl/84690b55afc6bb84e58938854a2a81c5	C01DA08
http://www.UMCG.nl/876b5970d56024b036c28193fe5358cb	C01DA08
http://www.UMCG.nl/8a8031e5903ebe1ed8bbe4375617884b	C01DA08
http://www.UMCG.nl/9024ee52cdc03436ad41f292d7b27a2d	C01DA08
http://www.UMCG.nl/919a9841f06d1ea883f04b74a34b9119	C01DA08
http://www.UMCG.nl/92f0a6c780de10f1f553e2ce02a19d79	C01DA08
http://www.UMCG.nl/9303f75709c1d2b1561692f323ef2273	C01DA08
http://www.UMCG.nl/94d1aec867d54c1ba440df7882a6bd32	C01DA08
http://www.UMCG.nl/9a37d48bd564a105d0c0ac15b0904a34	C01DA08
http://www.UMCG.nl/9b41fd9890900a7c7e6e33a27cc9f844	C01DA08
http://www.UMCG.nl/9d268499f8c8739e9146cd9a1ed959a7	C01DA08
http://www.UMCG.nl/9ea4daef23b27a771bfa27fb26dbca55	C01DA08
http://www.UMCG.nl/a20959afba10e14712bfd6de09de8410	C01DA08
http://www.UMCG.nl/a387d43dc924cea36b4822316016b983	C01DA08
http://www.UMCG.nl/a54b0e04e3e9bb870d958e32a0c3a5cf	C01DA08
http://www.UMCG.nl/a9e66e4fa18aa631da66566aa96fb146	C01DA08
http://www.UMCG.nl/b077ea5cba989f94c9ae9d0734887e37	C01DA08
http://www.UMCG.nl/c0fbed7ea6d8957ccf03fda761aa7a88	C01DA08
http://www.UMCG.nl/c73ee074cc666dc527546e3e5a4db07b	C01DA08
http://www.UMCG.nl/c9dec770e074ceabb3df34797c42bb49	C01DA08
http://www.UMCG.nl/d36451d708779ca2dd057160f45a0468	C01DA08
http://www.UMCG.nl/dddc218738181f12c7a4212719c6eaf7	C01DA08
http://www.UMCG.nl/de8ce7cc200494fba46bdcf901228add	C01DA08
http://www.UMCG.nl/deb618516f96c5a7498c8f2ee77e43fd	C01DA08
http://www.UMCG.nl/deea57498bb9e57adf144f5135f03409	C01DA08
http://www.UMCG.nl/e2b9296d384f6cec5b3ad8d02ca8bfa2	C01DA08
http://www.UMCG.nl/e4748d631fb4f36ce84cc2cbfb7ff954	C01DA08
http://www.UMCG.nl/e6b60a7cc05caed14dec083a67cea913	C01DA08
http://www.UMCG.nl/e905a93077b071fef2c06793d05a91ed	C01DA08
http://www.UMCG.nl/efd48021e5e68c0e6d147ef535c73d26	C01DA08
http://www.UMCG.nl/f5f6abf73ccaa1e1823052309e210d80	C01DA08
http://www.UMCG.nl/877a87baa4201af81f01714c4b673a4f	C01DA09
http://www.UMCG.nl/3e46722666d97d58d6e4473713a74f94	C01DA13
http://www.UMCG.nl/07b4640d7d303c6f29ec2b77793880fe	C01DA14
http://www.UMCG.nl/0a5474283a7bc45116ac299ca700cd7d	C01DA14
http://www.UMCG.nl/0bfd17e62dcfc59c35ae041ba4ef6b99	C01DA14
http://www.UMCG.nl/0dd5a9e101d26a554c3de5f4f5f6609d	C01DA14
http://www.UMCG.nl/0dfc87fd25bbf61a49af59b6ca0a9cc0	C01DA14
http://www.UMCG.nl/1d0ef6b37aa45d886d110435054afb26	C01DA14
http://www.UMCG.nl/20c889404a71e8646aabb43edf40ab4d	C01DA14
http://www.UMCG.nl/22f2230cc83e3a9756831e9cc77df65d	C01DA14
http://www.UMCG.nl/235fee522ca6f24508bed8b1009e6ba8	C01DA14
http://www.UMCG.nl/245fedfd356a57df3b529924d4a9862d	C01DA14
http://www.UMCG.nl/24bca23376eeb6473168477669fedd6c	C01DA14
http://www.UMCG.nl/260f2777d7f562de099bd956acf5ec7a	C01DA14
http://www.UMCG.nl/280c54a8cdba37fa1c0febe8ef45d809	C01DA14
http://www.UMCG.nl/2b26c86b3756aba3529010c2716c8cd6	C01DA14
http://www.UMCG.nl/2b363042b3926a95b6bbd2edba2367e2	C01DA14
http://www.UMCG.nl/2c2fb614bb63cda5a8f88e5f7656592b	C01DA14
http://www.UMCG.nl/2dba82b3bb757c7faed502016176cb93	C01DA14
http://www.UMCG.nl/3a97446456b503dc1201c61c441f6553	C01DA14
http://www.UMCG.nl/3d2e457b9073b649e4aa660fa00b092a	C01DA14
http://www.UMCG.nl/3ddeb7c581aa2286f06fec5cf1533671	C01DA14
http://www.UMCG.nl/41714efeaa8ec0d3e518d7266e6311db	C01DA14
http://www.UMCG.nl/44ec9adedd12a75d667a1eefcdbb0d2d	C01DA14
http://www.UMCG.nl/487a3b837f6b72d6e002c4b015dcefd3	C01DA14
http://www.UMCG.nl/4c19e636377dc0e2b1a71f349c1ffc10	C01DA14
http://www.UMCG.nl/4dbeb79fd1a05ed476a06a454a3471ce	C01DA14
http://www.UMCG.nl/4fc71fee674314c22931961b549e3e3a	C01DA14
http://www.UMCG.nl/51a74461fbd22b9218879b05b3cbaf03	C01DA14
http://www.UMCG.nl/59686200d6e919fec5505901ab4f3c99	C01DA14
http://www.UMCG.nl/5c1f79e614f37d7aa5582fefdf5f76bd	C01DA14
http://www.UMCG.nl/5cf466208ea1de8b55525f4fa3c7130d	C01DA14
http://www.UMCG.nl/5dd8483caf663df09dc48409ef804b9f	C01DA14
http://www.UMCG.nl/5de08cf110509e9eeda7f723ed670005	C01DA14
http://www.UMCG.nl/5e1be9641f67202c7c1359bae17acf48	C01DA14
http://www.UMCG.nl/60640e6814f42c96e947139c75a9bfbf	C01DA14
http://www.UMCG.nl/64bddc93af49d380478c36abe498bd1e	C01DA14
http://www.UMCG.nl/6654e0a146e9f5cd548423fbad3cebfb	C01DA14
http://www.UMCG.nl/67dca01992ff1133791a6fe13425105c	C01DA14
http://www.UMCG.nl/746335a2e637f97a5a44e33b8cd436ae	C01DA14
http://www.UMCG.nl/759365c75f29f0f188c31308d751db01	C01DA14
http://www.UMCG.nl/76db622b3b332e48bad118e17c5589b3	C01DA14
http://www.UMCG.nl/79dab94f02a78ed5a551e21ed11d2b05	C01DA14
http://www.UMCG.nl/7b83263767a160c3dccefe685c7c6f84	C01DA14
http://www.UMCG.nl/7c0c15fe0318e7c4add1bba9171b06f2	C01DA14
http://www.UMCG.nl/7f311bb272e18056e7584ad0526649a1	C01DA14
http://www.UMCG.nl/80c84bf7c7f46f0ff6fc5dc2ac897a6a	C01DA14
http://www.UMCG.nl/87ec68a97555dfe482f21ef1c07c2406	C01DA14
http://www.UMCG.nl/8f1bca79a5f961d8cb665a4b30a60321	C01DA14
http://www.UMCG.nl/8f4e63168b6119b7c85b94c7fb4f7f00	C01DA14
http://www.UMCG.nl/8f8735a4022f3290e1f299d1b59edb77	C01DA14
http://www.UMCG.nl/924c5789e3f5cf6d6e26935e7260d999	C01DA14
http://www.UMCG.nl/9478a2bd1ce0463e6099b61e43bc15fd	C01DA14
http://www.UMCG.nl/9da33327c6084c4c3bf1461b8909eb72	C01DA14
http://www.UMCG.nl/9f65a501a314f0c7e78b6ec6149ac441	C01DA14
http://www.UMCG.nl/9fb63302f57b83b0adbff384b3cc42f2	C01DA14
http://www.UMCG.nl/9fc93394085ca8a6e6cf37aca62c7f1f	C01DA14
http://www.UMCG.nl/a3759b29cfa906f30c779b22c52449b3	C01DA14
http://www.UMCG.nl/a4d97663a527a85b1fa55c188d04f57a	C01DA14
http://www.UMCG.nl/a877dfc33b74bacfcaab17050b64d99e	C01DA14
http://www.UMCG.nl/aa9762b7fb9c6e25956f7c39cb7bfc29	C01DA14
http://www.UMCG.nl/ab06380839e22c0da616c0a3b5b62df8	C01DA14
http://www.UMCG.nl/ac01c252d22a7ca743084f76fc7a23d0	C01DA14
http://www.UMCG.nl/ad616b2534aeb95e741222c8c9cc38de	C01DA14
http://www.UMCG.nl/b1a35c41119162c88d8acd166f8eaa73	C01DA14
http://www.UMCG.nl/b52b741b35ac3439ad1aaab0a921ff9a	C01DA14
http://www.UMCG.nl/b596562a057727ca82d84bf82049d914	C01DA14
http://www.UMCG.nl/b9b36e46acc0cf7c61c7c95b4b52b390	C01DA14
http://www.UMCG.nl/bab9ab217e2e0793a81201c82ab2ae37	C01DA14
http://www.UMCG.nl/bbc48d56b82c9358fdf4ad68a7ce7b6f	C01DA14
http://www.UMCG.nl/bbcd01f7880ecab12b0e640470489980	C01DA14
http://www.UMCG.nl/bce17cf34a9db7ce26e522010815eb51	C01DA14
http://www.UMCG.nl/bceec11c39fc827b362c0a1488618445	C01DA14
http://www.UMCG.nl/bd3779dbd606a6bd345ab58f746ee7ef	C01DA14
http://www.UMCG.nl/bdc635fb1c79d23e3ddc7b24b4400745	C01DA14
http://www.UMCG.nl/be80eb3c59fefec8c5a8a6dbdf06751b	C01DA14
http://www.UMCG.nl/be818d4672b8cfd087659ff6834cd12a	C01DA14
http://www.UMCG.nl/be91ee3da4a409de0b2339c0a2b31681	C01DA14
http://www.UMCG.nl/c1dd05ba72bb43878bb36d5c61db8a57	C01DA14
http://www.UMCG.nl/c27a6de02c2b3d5eb6394cd9637eee0e	C01DA14
http://www.UMCG.nl/c416a8fe1f2d34c3b0748f0881a33415	C01DA14
http://www.UMCG.nl/c9cf8dd03dca75d8bebf58e8a2cbefe1	C01DA14
http://www.UMCG.nl/cc526626819513910a62b865062dcbe7	C01DA14
http://www.UMCG.nl/cf50f80bfb3fd7987f4fd30110383266	C01DA14
http://www.UMCG.nl/d232041408eb94a9720363e912f5d70d	C01DA14
http://www.UMCG.nl/d54608f6e66f6b0e37421ec53f130f12	C01DA14
http://www.UMCG.nl/d56ce21b40f64895aa6086164db59f0b	C01DA14
http://www.UMCG.nl/d5edbbb51c4d4a5a966e9f2e34975285	C01DA14
http://www.UMCG.nl/d62925d32a83dc6af1e149604d1b33bb	C01DA14
http://www.UMCG.nl/d973bff6f35d1b6b8aaed88ece2cee40	C01DA14
http://www.UMCG.nl/de8ce7cc200494fba46bdcf901228add	C01DA14
http://www.UMCG.nl/df42006cae88f209a394392c915a81e5	C01DA14
http://www.UMCG.nl/df7abab6227f68872affa56fa8cb1902	C01DA14
http://www.UMCG.nl/e492b2539ad067f7262c2aaaa4622f0e	C01DA14
http://www.UMCG.nl/e62200aabc07a229f8f4e337100f7531	C01DA14
http://www.UMCG.nl/e62626f1b7b04237df789ea2c6a27969	C01DA14
http://www.UMCG.nl/e9ddff1ae96f9fdcaf8d799e94d04a16	C01DA14
http://www.UMCG.nl/eb0672d80214389267d4484e3b0512d6	C01DA14
http://www.UMCG.nl/eb0ba0098ab644a61d95a0b4135bd6a9	C01DA14
http://www.UMCG.nl/eb601baf91f84cca8faef4850dfd64a8	C01DA14
http://www.UMCG.nl/ed708fc4a14eb7eab0c673926a5dbfdf	C01DA14
http://www.UMCG.nl/ef8b777d1c00177c9163ddd30d789501	C01DA14
http://www.UMCG.nl/f62acc299ee804be58edb2229f1ee965	C01DA14
http://www.UMCG.nl/fa4effded696f551f74fcbc82cb729a8	C01DA14
http://www.UMCG.nl/fc14f84b94c93eb5367ba6e6fb2e7a79	C01DA14
http://www.UMCG.nl/fcc373157cee78d02f9634b4c39d168e	C01DA14
http://www.UMCG.nl/fee7f7f63e2b958ebffbab35d1fc5508	C01DA14
http://www.UMCG.nl/ff45b5f0c2fff058a867964d0f3b1cb2	C01DA14
http://www.UMCG.nl/2a61b817bb1f6d30ca70a32fd1304b29	C01DA20
http://www.UMCG.nl/92cea07ab79e3a9e0831c8b8e67d71bc	C01DA38
http://www.UMCG.nl/186fbf1541c9993808cda06fa1fb208c	C01DA52
http://www.UMCG.nl/c95df73eb1e17349d8a082891cbf9e9c	C01DA54
http://www.UMCG.nl/553bdf480badf92eecfa5526528a6594	C01DA55
http://www.UMCG.nl/5fe0598cf8d4b91954bc03de4839f022	C01DA57
http://www.UMCG.nl/59b2a2b73823cdb2a78584ab27c4f9ee	C01DA58
http://www.UMCG.nl/20dcd3a471a33697311e61f62a9c987a	C01DA59
http://www.UMCG.nl/83e1716d819b4541d09311b13e0a95f0	C01DA63
http://www.UMCG.nl/d42d04e8e9a37f3cd47e81ba2fa69ff2	C01DA70
http://www.UMCG.nl/b5f2a1f3e30346d389f31f8b8a896cc2	C01DB
http://www.UMCG.nl/83d2d6a500785cfc4476955caf332d90	C01DB01
http://www.UMCG.nl/f0631b6a70bf017e12fea3755ab1299a	C01DX
http://www.UMCG.nl/99000555028bd462974ccfe1ae15adc8	C01DX01
http://www.UMCG.nl/da8e3e26ae783a7fa49ad7a37bdb5d3e	C01DX02
http://www.UMCG.nl/9c1672c4802beed5927596eece0fe920	C01DX03
http://www.UMCG.nl/65ee4d4c00705da731d7a3691961b3af	C01DX04
http://www.UMCG.nl/e429f3d4f36f36d4c5e959da25355670	C01DX05
http://www.UMCG.nl/9c28de344436003f3778dbdb07a45e9a	C01DX06
http://www.UMCG.nl/303b4654db0f8ce141886f56176146e0	C01DX07
http://www.UMCG.nl/46422ab599b1aa2757fd437633df441e	C01DX08
http://www.UMCG.nl/36ff06ca1d7b2b6af5cbfe5493d26a40	C01DX09
http://www.UMCG.nl/404f97ebef1f8a3965fe56dd27febfda	C01DX10
http://www.UMCG.nl/63a9c9ba3b12c3cc7b857a4a2f30bd09	C01DX11
http://www.UMCG.nl/a784b0cc20ffc1158a4ea6aed5840bdb	C01DX12
http://www.UMCG.nl/393947944870e4c83305c98618fc80cf	C01DX13
http://www.UMCG.nl/4eb37b300d415031160d911319cbd9a3	C01DX14
http://www.UMCG.nl/d152f109c68ed62846a215f8cd70439c	C01DX15
http://www.UMCG.nl/4026663fdfc6646170a76984445d1552	C01DX16
http://www.UMCG.nl/4f0a78677f864d789296e7e6545c644e	C01DX16
http://www.UMCG.nl/8c38c0f7f601584f7f83f507b87145c4	C01DX16
http://www.UMCG.nl/ca7db411b589f6059c2eda9154ad5891	C01DX16
http://www.UMCG.nl/b05a8816f16da9ac53f5d7694488eb8d	C01DX18
http://www.UMCG.nl/50740624361ef6cc00986d63091af5d6	C01DX19
http://www.UMCG.nl/f50c64e2bdd9949847d2cfb81141060d	C01DX21
http://www.UMCG.nl/9d0cf1380e4b26745773e6bc30dfc942	C01DX51
http://www.UMCG.nl/3e5a9c330aee33a12dfee509a3724ea4	C01DX52
http://www.UMCG.nl/e08a3339a21e1a11e8475ea3851cf820	C01DX53
http://www.UMCG.nl/831661b5f2cd58b3a76daeefe49010ef	C01DX54
http://www.UMCG.nl/d29ae23e1623e30da877b10dc818eb79	C01E
http://www.UMCG.nl/2c3eb64205737157532d34ffad36c1fd	C01EA
http://www.UMCG.nl/1987a68e2fcec42c0365538ce7fb57eb	C01EA01
http://www.UMCG.nl/2d9f8c40f5aaa247770f0b1e0067ee8e	C01EA01
http://www.UMCG.nl/b776da8f8f54f910efc21736998df656	C01EA01
http://www.UMCG.nl/b7d1d118edd422ea54d6c6c105187af5	C01EB
http://www.UMCG.nl/2249d7740e8e9dc7981f5b1c1e1b9087	C01EB02
http://www.UMCG.nl/2a0f2f894ba741b70dfe3078e5bd7ab1	C01EB02
http://www.UMCG.nl/37f1d2ff76f49fc7f6e4c7e86eb4ea52	C01EB02
